date, district_number, perc_well_placed, batterys_current_cap, batterys_num_houses
"2018-11-08,1,27.333333333333332,""[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]"",""[30, 30, 30, 30, 30]"""
"2018-11-08,1,27.333333333333332,""[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]"",""[30, 30, 30, 30, 30]"""
"2018-11-08,1,27.333333333333332,""[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]"",""[30, 30, 30, 30, 30]"""2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
2018-11-08,1,27.333333333333332,"[1500.11911987, 1500.0287597499998, 1499.7351642799997, 1499.7869349600003, 1500.3300211399999]","[30, 30, 30, 30, 30]"
